RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
5958,63355494,Williams,679,Spain,Female,66,9,247615.27,2,0,1,48922.02
5959,87836661,Brown,689,France,Male,68,3,154170.8,1,1,1,175321.87
5960,59363500,Johnson,543,Spain,Male,53,4,122440.92,2,1,1,162051.64
5961,35372075,Smith,504,Germany,Female,33,9,73722.33,1,1,1,85622.04
5962,34556224,Williams,509,Spain,Female,24,2,2762.77,3,1,1,169963.19
5963,24701106,Davis,533,Germany,Male,61,2,152637.09,2,0,0,11719.59
5964,99906090,Johnson,615,Spain,Male,43,0,144373.89,1,1,1,161951.97
5965,50676214,Davis,517,Spain,Male,53,5,129203.59,1,1,1,140727.63
5966,89567573,Garcia,494,Germany,Female,70,3,134426.11,2,0,1,82138.84
5967,81622071,Smith,535,Spain,Male,61,7,210880.59,4,0,1,160401.31
5968,86914165,Williams,723,Germany,Female,29,5,79217.48,4,0,0,34065.76
5969,41239442,Jones,702,France,Male,85,2,137563.49,1,0,1,48630.69
5970,62056502,Miller,611,Germany,Female,40,6,169986.91,1,0,1,111380.21
5971,69103067,Williams,772,Spain,Female,47,2,52454.73,1,1,0,177394.99
5972,65027643,Davis,844,France,Male,80,8,231204.85,4,1,0,34719.96
5973,78117178,Garcia,623,Spain,Male,20,7,184280.63,2,1,1,117211.05
5974,96379410,Jones,806,France,Female,51,2,13323.85,4,1,0,153095.02
5975,33507635,Jones,677,Germany,Male,66,10,216276.67,3,0,0,151237.16
5976,94597796,Jones,694,France,Female,61,1,232467.54,4,0,0,129312.62
5977,29544473,Brown,572,France,Female,58,2,198417.51,4,0,0,188775.0
5978,75017442,Brown,391,France,Male,65,3,106556.15,1,0,0,101606.05
5979,74370273,Davis,353,Spain,Female,88,2,248594.22,2,0,1,177246.49
5980,51096674,Miller,625,France,Male,25,8,31108.97,2,1,0,127720.95
5981,84467919,Jones,633,Germany,Female,24,10,134151.46,4,1,0,150118.67
5982,93800357,Miller,773,Germany,Male,54,9,42597.7,1,1,0,98318.12
5983,94231510,Smith,542,Germany,Male,72,1,109837.2,2,0,1,41847.67
5984,35994235,Jones,453,France,Male,88,7,231856.08,1,1,0,30728.13
5985,53883023,Johnson,596,Germany,Female,67,6,198565.28,4,1,1,139642.78
5986,43511963,Jones,649,Spain,Male,38,0,195520.49,2,1,0,81530.48
5987,92489327,Davis,372,Germany,Female,51,5,88463.45,3,0,1,117821.73
5988,91260962,Brown,790,France,Female,66,5,233567.54,4,0,1,151749.37
5989,44401837,Brown,652,Germany,Male,44,8,92065.23,4,0,1,159431.52
5990,57582023,Johnson,362,France,Female,25,9,9993.36,3,1,0,106835.46
5991,20680555,Johnson,493,France,Male,51,10,159450.32,4,1,1,69755.46
5992,59063350,Williams,567,Germany,Female,35,7,90661.9,3,0,1,157417.25
5993,60565110,Smith,532,Spain,Female,68,6,38431.22,3,1,1,88915.6
5994,49897301,Smith,700,Spain,Male,29,6,233664.52,4,1,0,187978.84
5995,29763284,Davis,591,Germany,Male,68,4,159309.88,3,1,1,166668.68
5996,13401447,Davis,542,France,Female,80,1,235132.42,3,1,0,151914.18
5997,21038804,Davis,814,Germany,Male,57,9,145744.67,4,0,1,55836.39
5998,22176872,Davis,621,France,Male,39,4,15965.91,4,1,0,78924.78
5999,99401408,Davis,724,France,Female,25,0,7485.13,3,0,0,171306.34
6000,55643397,Davis,514,France,Male,45,10,225140.36,1,0,1,14396.56
6001,60205334,Smith,529,Spain,Female,67,9,9681.98,4,1,0,158479.06
6002,65701567,Garcia,466,Spain,Male,64,5,153793.95,4,0,1,86788.8
6003,62096342,Brown,615,Germany,Male,73,1,74493.95,1,0,0,161876.32
6004,74650154,Smith,727,Spain,Female,49,0,171914.53,4,1,0,114954.46
6005,66803178,Davis,387,France,Female,28,0,71180.61,1,0,1,110093.27
6006,62138902,Williams,393,France,Male,38,0,9305.54,2,1,0,143302.36
6007,70392605,Williams,700,Germany,Male,43,3,182709.62,4,1,0,163203.43
6008,15002828,Smith,423,France,Female,31,4,77725.66,4,1,0,141756.41
6009,10131562,Johnson,787,Germany,Male,31,4,137699.73,2,1,0,95635.72
6010,36218129,Williams,718,Germany,Male,20,10,193466.45,4,1,0,70958.85
6011,66235862,Miller,575,France,Male,74,0,175705.83,3,0,0,170669.68
6012,32367456,Johnson,656,Spain,Male,24,10,87142.78,3,0,1,108947.75
6013,22841272,Miller,657,France,Female,56,5,186956.66,2,0,1,158857.54
6014,58593510,Brown,803,France,Male,74,2,231420.25,3,0,1,199186.31
6015,20782554,Garcia,697,Germany,Female,82,3,152493.65,2,1,1,132338.64
6016,43444652,Williams,825,Spain,Female,42,4,175876.52,3,0,0,62885.78
6017,35136043,Johnson,664,Germany,Male,48,3,216477.03,4,0,1,174455.76
6018,38576855,Davis,362,France,Female,27,3,210910.15,3,1,0,61997.88
6019,74419118,Miller,774,Germany,Male,89,9,87900.33,4,1,1,59476.18
6020,29501490,Smith,361,Germany,Male,26,0,247925.15,3,0,0,24048.03
6021,57596201,Miller,399,France,Female,25,1,7141.5,2,1,0,24926.91
6022,28371718,Miller,837,Germany,Female,36,1,246676.89,3,1,1,173841.06
6023,61819951,Brown,662,France,Female,47,1,61499.28,4,0,0,53838.61
6024,15982547,Jones,783,Germany,Male,26,9,110109.26,2,0,0,30650.75
6025,60850138,Jones,598,Spain,Male,64,0,220922.18,3,0,1,76991.72
6026,57942277,Smith,468,France,Male,63,9,61082.21,1,1,0,145573.38
6027,87571418,Brown,406,Spain,Female,18,7,56195.41,1,0,0,74529.9
6028,42010888,Brown,531,Germany,Female,20,0,160777.19,2,0,1,68763.21
6029,31006444,Davis,799,Spain,Female,51,7,176362.63,1,0,0,102732.49
6030,36427192,Brown,613,Spain,Female,42,0,1867.67,1,0,1,14028.03
6031,74397086,Brown,455,Spain,Female,47,9,112611.06,3,0,0,103303.96
6032,45457556,Jones,540,Germany,Male,18,2,122277.24,3,0,0,198103.61
6033,79901401,Johnson,486,France,Male,35,8,67958.8,4,0,1,161876.23
6034,66586535,Brown,537,Germany,Female,50,7,136527.43,3,0,1,23393.44
6035,80256751,Johnson,469,Germany,Female,26,1,38644.4,2,1,1,134416.27
6036,33641900,Miller,591,Germany,Female,24,3,80901.45,4,1,0,97611.32
6037,93441228,Miller,668,France,Female,47,7,178309.81,4,1,0,166987.23
6038,23053104,Brown,421,Germany,Male,30,8,218446.63,3,1,1,28719.98
6039,45141974,Williams,592,Germany,Female,30,6,147344.74,4,1,0,54218.47
6040,30639379,Garcia,480,France,Female,59,0,18711.13,4,0,1,160316.81
6041,58674916,Williams,806,France,Female,91,7,169686.47,3,0,1,171347.87
6042,34522485,Miller,618,France,Male,80,0,224399.46,2,0,1,110570.0
6043,65188084,Garcia,742,Spain,Male,86,8,126078.51,3,1,0,13742.44
6044,33834000,Williams,828,France,Female,53,7,123422.99,1,1,1,179805.85
6045,37992091,Brown,822,Spain,Male,52,3,247853.39,4,0,0,82725.39
6046,68874792,Johnson,401,Spain,Female,63,9,159074.45,3,1,0,17539.3
6047,39783576,Garcia,841,Germany,Female,62,10,201507.23,2,0,0,165574.33
6048,38110905,Jones,411,Spain,Female,73,3,161623.37,2,0,1,89433.13
6049,37764209,Smith,468,Germany,Male,22,3,55228.92,4,1,0,46098.16
6050,49788840,Garcia,714,Spain,Female,61,5,71019.55,1,0,0,162299.87
6051,17581002,Garcia,613,France,Female,45,1,166426.44,3,1,0,96965.98
6052,28794744,Jones,588,Germany,Male,59,3,114017.78,1,0,1,125483.82
6053,78110885,Brown,700,Spain,Male,48,3,101086.95,3,0,0,166393.07
6054,36584138,Williams,730,Germany,Female,24,7,5612.99,2,1,1,109260.2
6055,56926657,Williams,604,France,Female,24,1,221092.27,2,1,1,30990.83
6056,27069223,Miller,522,Spain,Male,21,7,221124.45,4,1,1,193114.75
6057,25446786,Johnson,658,Spain,Male,49,9,115242.78,1,1,0,64442.7
6058,87993462,Brown,586,France,Male,45,10,175184.8,2,0,1,198907.39
6059,58750452,Jones,668,Spain,Female,73,1,44454.84,4,0,0,11144.66
6060,22453218,Brown,444,Spain,Female,21,8,125952.76,2,0,0,101919.73
6061,12928785,Brown,686,Germany,Male,25,8,109716.41,3,1,1,143937.65
6062,92814192,Williams,844,Spain,Male,31,5,164153.39,1,0,0,182197.37
6063,86867443,Jones,406,France,Female,47,9,117411.48,1,1,0,158264.02
6064,14791164,Davis,787,Spain,Male,20,4,124608.57,3,0,1,58569.29
6065,11612119,Smith,752,Germany,Female,19,6,73928.11,3,1,0,56227.84
6066,25516706,Garcia,416,Spain,Female,27,7,12105.79,1,0,0,77751.47
6067,83385984,Williams,395,Germany,Female,87,7,229256.44,4,0,1,31002.64
6068,47771235,Jones,443,Spain,Male,88,2,3057.91,4,0,0,137218.92
6069,86943867,Johnson,487,Germany,Female,33,2,70331.11,2,1,0,188839.09
6070,72779882,Garcia,718,Germany,Male,87,4,111902.7,4,1,1,131999.83
6071,77252568,Garcia,442,Spain,Male,39,4,79773.09,1,0,1,111340.99
6072,25366031,Davis,581,France,Male,52,1,137979.47,4,0,1,105636.35
6073,23723361,Davis,751,France,Male,66,4,115403.25,3,0,1,122596.49
6074,18454364,Williams,745,Spain,Female,19,0,63869.06,1,1,0,145016.46
6075,86864536,Miller,398,Spain,Female,83,10,22005.03,2,0,0,161049.88
6076,72266549,Johnson,372,Spain,Female,36,6,34383.82,1,0,0,142681.02
6077,39169138,Williams,411,Spain,Male,86,10,121580.02,1,1,1,143956.06
6078,34669000,Brown,616,Spain,Female,21,6,211486.38,4,0,1,190829.42
6079,51330304,Miller,678,France,Female,58,0,25159.72,4,1,0,180875.25
6080,74085033,Jones,467,Germany,Female,73,2,169301.6,4,1,1,166545.43
6081,45951072,Davis,789,Germany,Female,72,7,198022.79,2,0,1,18238.45
6082,90735137,Johnson,437,France,Male,48,10,69193.07,2,0,1,137084.8
6083,57865579,Garcia,438,France,Male,39,8,167059.87,2,1,0,96446.35
6084,50549223,Williams,404,Germany,Female,65,2,171664.49,2,0,0,127343.85
6085,51801105,Davis,502,France,Male,21,5,176948.18,3,1,1,140393.61
6086,11286188,Garcia,588,Spain,Male,38,5,222702.27,1,1,0,145783.86
6087,96972025,Johnson,614,France,Male,58,5,99631.52,4,0,1,175191.0
6088,30945989,Davis,617,France,Female,62,4,60922.28,1,0,1,182898.32
6089,91779560,Davis,744,France,Female,25,5,135961.22,1,0,0,125297.4
6090,91926191,Garcia,462,France,Male,26,5,15637.09,1,1,1,179891.2
6091,28561310,Williams,515,Germany,Male,35,9,83480.23,4,0,0,155278.13
6092,76913257,Miller,505,Germany,Male,48,5,220806.28,1,1,1,48517.82
6093,87642269,Williams,357,Germany,Male,52,7,133014.39,3,1,1,16709.26
6094,80770961,Smith,551,Germany,Female,47,10,109168.83,4,1,0,11878.78
6095,18737723,Davis,566,Spain,Male,35,5,66420.98,3,1,1,121458.41
6096,72745175,Garcia,780,Spain,Female,58,2,62593.92,4,0,1,109102.72
6097,81405948,Smith,641,Germany,Male,41,6,59153.01,1,1,1,142310.02
6098,57628766,Miller,730,Germany,Female,65,5,207308.42,1,1,0,170137.37
6099,69537422,Smith,399,Germany,Male,31,10,246255.09,1,1,1,41244.07
6100,63477891,Garcia,456,France,Female,36,8,133699.61,3,0,0,172722.04
6101,94739239,Johnson,358,Spain,Female,77,3,19958.35,1,1,1,28635.59
6102,64230536,Brown,582,Spain,Male,39,0,187759.76,2,0,0,177816.24
6103,84757256,Miller,537,France,Male,47,5,219263.61,3,0,1,171592.42
6104,62762777,Williams,805,France,Female,32,8,232807.04,2,1,1,142421.6
6105,78709584,Jones,672,France,Female,38,7,157193.84,4,1,1,67005.55
6106,96491407,Miller,658,Spain,Male,43,1,126720.21,2,0,0,27748.56
6107,97105678,Smith,687,France,Male,29,2,155131.83,2,1,1,157836.54
6108,57980339,Johnson,459,France,Male,24,7,3237.68,3,1,1,51397.09
6109,93817540,Garcia,832,France,Male,52,10,163854.97,4,0,0,93778.05
6110,37135236,Johnson,494,Germany,Female,85,8,177411.6,2,0,1,110863.22
6111,18979219,Johnson,577,France,Female,19,7,180507.59,1,0,1,140234.04
6112,39107857,Garcia,658,Germany,Female,37,9,140767.95,1,0,0,102613.23
6113,56875246,Jones,761,Spain,Male,64,0,175011.09,4,1,0,141961.32
6114,25371868,Garcia,463,Spain,Male,29,2,159708.1,2,0,1,164667.27
6115,91369859,Jones,412,Spain,Male,70,10,28882.1,3,0,1,145481.57
6116,83735788,Garcia,748,Germany,Female,34,7,224591.69,4,1,1,66905.51
6117,16045001,Smith,624,France,Male,35,0,155681.88,4,0,1,179914.37
6118,99763004,Jones,473,Spain,Female,41,6,181948.59,4,1,1,114608.57
6119,35646174,Smith,435,France,Male,89,3,85721.88,4,0,1,98421.22
6120,44050664,Miller,419,Germany,Female,54,6,229809.88,1,0,0,119258.93
6121,30411399,Jones,396,Spain,Female,47,3,125653.94,3,1,1,101811.8
6122,67933890,Jones,548,France,Female,69,7,169751.5,1,1,1,153470.89
6123,87184495,Garcia,713,France,Male,40,5,238045.52,4,0,0,89926.16
6124,41109310,Jones,781,Spain,Male,54,9,229020.69,3,0,0,157577.4
6125,62960621,Smith,550,France,Male,91,9,161199.69,1,0,1,154429.49
6126,64244317,Davis,625,Germany,Male,41,7,41435.35,2,0,0,62605.38
6127,36592372,Miller,386,Spain,Female,67,0,237642.11,2,0,0,28228.85
6128,13991818,Davis,552,Spain,Female,37,8,246033.92,4,1,0,171682.02
6129,18164962,Garcia,479,Spain,Male,64,10,25849.17,2,0,0,42094.76
6130,66372732,Williams,797,Spain,Male,35,8,112574.42,3,1,0,15924.68
6131,75978252,Miller,819,Germany,Male,43,5,137063.89,4,0,0,86442.03
6132,10250231,Davis,845,Germany,Male,88,8,23020.39,2,1,0,58288.39
6133,53004556,Miller,641,France,Female,60,5,47419.99,3,0,0,51868.63
6134,90071947,Davis,738,Germany,Male,64,5,134426.35,1,1,1,42739.58
6135,65067172,Smith,413,France,Female,60,3,240772.36,1,0,0,152347.35
6136,97258185,Davis,612,France,Female,49,2,6952.49,3,0,0,158850.32
6137,33518715,Miller,803,Spain,Female,24,2,228110.77,2,1,1,18814.02
6138,44533367,Williams,469,France,Male,49,1,224652.04,3,1,1,113894.23
6139,48821960,Johnson,627,Spain,Male,82,3,214294.66,3,0,0,35677.63
6140,52973491,Garcia,551,France,Male,75,8,94387.73,3,1,1,104915.28
6141,62461766,Johnson,395,Germany,Male,70,6,122705.88,1,1,1,76106.66
6142,10420993,Garcia,517,Spain,Female,51,2,100898.66,1,0,0,48345.08
6143,29038007,Miller,794,France,Male,86,7,236896.55,1,1,0,190131.34
6144,43548071,Garcia,459,Germany,Female,73,8,130337.65,2,1,1,191781.77
6145,98487398,Davis,395,Germany,Male,83,0,20153.15,4,0,0,117154.4
6146,56984860,Smith,561,Spain,Female,49,0,68514.96,1,1,1,45729.51
6147,12752690,Williams,377,Spain,Female,67,8,115508.3,1,0,0,120820.53
6148,58482500,Garcia,436,Spain,Female,41,8,238388.98,3,0,0,186414.86
6149,78112374,Williams,640,France,Male,63,6,142237.77,2,1,0,81774.55
6150,27848408,Garcia,734,Spain,Female,20,2,174018.16,3,1,1,36169.99
6151,78969235,Williams,506,Germany,Female,27,3,22129.96,3,1,0,141801.14
6152,89694571,Johnson,614,Germany,Male,23,6,219331.01,3,1,1,134691.1
6153,34555728,Smith,614,Spain,Female,69,8,134754.56,3,1,1,10263.77
6154,76395265,Garcia,371,Spain,Male,67,7,230307.1,1,0,1,172185.06
6155,55353996,Brown,605,Germany,Male,75,7,111369.17,2,1,0,135541.95
6156,63947238,Williams,540,France,Female,69,0,170771.0,1,1,1,47182.73
6157,40147291,Williams,799,Germany,Female,30,5,117709.65,4,0,0,10615.36
6158,92969705,Davis,813,Germany,Male,76,5,35639.48,3,1,0,194737.03
6159,41616374,Brown,581,Germany,Female,56,4,68012.49,1,1,1,153389.15
6160,29138117,Smith,535,Spain,Male,70,10,16814.32,2,0,1,79359.73
6161,91952330,Williams,675,France,Male,75,0,110066.59,4,1,0,92229.8
6162,96838133,Smith,532,France,Female,37,2,162335.39,1,0,1,112383.5
6163,13291987,Williams,746,Spain,Male,80,3,60927.82,1,1,1,146539.3
6164,57538500,Miller,830,Germany,Female,27,9,122597.01,4,1,0,42856.88
6165,67873362,Jones,752,Spain,Female,43,6,114743.33,2,1,1,47188.52
6166,39268923,Miller,812,Spain,Male,36,4,133355.12,4,0,0,19171.24
6167,92298322,Williams,766,France,Female,78,1,46146.17,4,0,0,197300.91
6168,57809902,Jones,551,France,Female,51,2,133496.02,3,0,0,176358.49
6169,75555773,Garcia,414,Spain,Female,61,0,91051.39,3,1,0,115062.02
6170,19179279,Smith,793,Spain,Female,35,5,71510.46,4,0,0,91751.99
6171,22896471,Williams,745,France,Female,89,7,146495.5,3,0,0,55113.59
6172,64594920,Davis,392,France,Female,33,3,37009.2,2,1,0,123046.73
6173,69304974,Johnson,570,Germany,Male,43,1,225164.66,1,1,0,141196.97
6174,15492952,Davis,366,Spain,Female,82,3,233713.2,4,0,0,140944.73
6175,58236011,Johnson,673,Germany,Male,83,9,165152.42,3,1,0,11222.87
6176,75256994,Brown,634,Germany,Male,44,3,75788.67,2,1,1,143387.39
6177,20197174,Johnson,532,Germany,Female,21,4,156501.47,2,0,1,174610.84
6178,88002445,Jones,740,France,Female,68,2,150380.87,2,1,1,31834.17
6179,16297042,Johnson,393,Germany,Male,20,8,97812.75,4,1,0,153521.63
6180,90710501,Johnson,810,France,Male,83,6,71811.81,3,1,0,166415.33
6181,81161443,Johnson,738,France,Female,33,8,42113.24,2,0,1,62472.18
6182,17200262,Williams,537,France,Male,91,6,54345.96,3,1,0,145300.18
6183,38862768,Brown,739,Spain,Male,45,9,163257.48,1,1,0,28383.43
6184,84834030,Smith,831,Germany,Female,61,3,221473.58,2,0,1,133350.31
6185,84798069,Brown,612,France,Male,35,4,96239.01,2,1,0,106962.58
6186,75556711,Davis,523,Spain,Male,19,6,30474.87,3,1,1,171471.91
6187,95495505,Jones,790,Spain,Female,61,5,3201.58,3,1,1,95873.85
6188,29080923,Williams,403,Spain,Female,37,8,101476.41,3,0,1,91338.21
6189,36705487,Garcia,569,France,Female,73,2,58141.74,1,1,0,187419.12
6190,82571474,Williams,395,France,Female,40,7,80638.89,4,0,0,187510.68
6191,12098729,Miller,743,France,Male,77,10,60417.47,3,1,1,16785.21
6192,73022352,Johnson,609,Spain,Male,88,9,166036.91,2,1,1,102257.36
6193,95706924,Davis,544,France,Male,62,10,159628.58,1,0,0,40581.94
6194,74201676,Johnson,758,Germany,Male,64,3,228076.13,3,0,1,62004.18
6195,67900186,Jones,820,France,Male,54,8,174936.23,3,0,1,136566.67
6196,26465417,Garcia,696,France,Female,25,0,41235.35,2,0,0,34564.7
6197,72925345,Davis,811,Germany,Male,22,4,187898.61,2,0,0,12141.39
6198,33917061,Miller,410,France,Male,40,3,45316.97,3,1,1,148153.49
6199,22124055,Williams,515,France,Female,27,4,139650.22,1,1,0,131855.41
6200,26139153,Garcia,509,France,Male,44,5,19269.55,3,1,0,181506.21
6201,42315606,Smith,500,France,Male,18,0,11831.26,4,0,1,113038.92
6202,51142405,Brown,460,Spain,Female,88,7,116057.5,1,0,1,189612.83
6203,77259517,Williams,837,France,Female,25,10,26245.89,2,1,0,125769.54
6204,92106264,Garcia,386,Germany,Male,28,2,76666.65,2,0,0,83558.57
6205,12488144,Smith,352,Germany,Female,45,6,84708.34,1,0,0,125608.1
6206,66294061,Smith,832,Spain,Male,51,6,192356.73,1,0,0,152344.25
6207,99013399,Miller,362,France,Male,60,8,83170.03,2,0,0,76032.82
6208,63815626,Miller,511,Germany,Female,45,10,123575.05,4,0,0,80779.74
6209,55399577,Brown,693,Spain,Male,66,10,193146.48,1,1,0,129688.09
6210,15088539,Smith,798,France,Female,78,6,51224.58,2,1,1,96562.47
6211,99666634,Davis,681,Spain,Female,54,7,201224.35,3,0,1,110124.91
6212,85883685,Jones,613,France,Male,20,3,207948.7,1,0,0,196595.51
6213,32074556,Smith,432,Spain,Male,26,9,247211.7,4,1,1,18317.24
6214,62828237,Garcia,614,Spain,Female,19,3,111011.92,1,1,0,133101.07
6215,43971122,Miller,761,Germany,Female,40,9,92662.33,4,1,0,185348.24
6216,73938137,Jones,683,Germany,Female,68,7,175501.32,2,0,0,54880.17
6217,80105108,Davis,729,Spain,Female,34,3,14537.78,1,0,1,50285.24
6218,36043575,Miller,568,France,Male,42,3,9937.88,1,1,1,78969.63
6219,82468326,Davis,495,France,Female,44,9,83747.72,4,1,1,24074.92
6220,17838941,Miller,647,France,Male,37,2,182378.77,4,0,0,116454.11
6221,36088250,Miller,646,France,Female,90,2,29113.61,3,1,0,132637.19
6222,45432211,Smith,803,France,Female,53,10,158886.71,4,1,1,165778.49
6223,45179631,Johnson,510,Germany,Male,45,3,67376.32,2,1,0,22573.46
6224,11801951,Smith,578,Spain,Male,46,1,162918.67,1,0,0,92875.15
6225,18441557,Miller,583,Germany,Female,59,2,114244.03,4,1,0,158999.3
6226,73378490,Jones,438,France,Male,75,10,28787.92,3,1,0,155977.35
6227,38720008,Smith,682,Spain,Male,49,1,61820.7,3,0,1,23991.71
6228,86506732,Miller,659,France,Male,29,10,54928.44,4,0,1,12165.16
6229,85337600,Miller,564,France,Male,47,5,41146.15,3,0,1,158832.27
6230,27566364,Smith,769,Spain,Female,77,2,117086.36,1,0,0,36215.75
6231,93604679,Smith,446,France,Male,28,1,238666.38,2,0,1,119780.02
6232,19941699,Jones,562,Germany,Female,28,8,164522.2,3,1,1,27906.77
6233,67340290,Davis,703,Germany,Female,67,7,209000.51,4,1,1,66147.12
6234,64152949,Smith,661,Germany,Female,18,4,245270.05,4,0,1,40027.08
6235,78417030,Brown,449,France,Female,44,8,135155.67,1,0,0,149914.93
6236,38886746,Garcia,494,Germany,Male,49,4,59517.52,2,1,0,137817.64
6237,32969573,Brown,359,France,Female,23,4,231952.75,4,1,1,35708.04
6238,46065451,Jones,820,France,Female,58,10,174746.0,2,0,1,21272.77
6239,40215254,Johnson,393,Germany,Male,53,10,239735.32,3,0,0,98603.7
6240,61662376,Brown,600,Germany,Male,56,3,162757.99,1,1,1,47154.11
6241,44583674,Davis,735,France,Male,47,2,193786.25,3,0,1,11546.99
6242,97594281,Miller,576,France,Female,74,9,222659.05,2,0,1,60211.82
6243,85847540,Garcia,747,France,Male,28,8,189812.33,4,0,1,50896.3
6244,57447968,Williams,598,France,Female,20,3,140661.44,4,0,0,140142.26
6245,17283377,Garcia,844,Germany,Female,65,6,117980.23,1,1,1,173563.98
6246,17017955,Brown,842,France,Female,23,4,205844.33,3,1,0,55151.39
6247,75833124,Williams,518,France,Male,24,6,192996.45,2,0,0,52379.07
6248,57732712,Jones,479,France,Female,61,7,91607.71,4,0,0,83675.6
6249,55367678,Davis,368,France,Female,78,7,124582.99,4,0,0,42785.95
6250,46292816,Garcia,685,France,Male,71,9,158747.69,1,1,0,189894.86
6251,60736559,Johnson,584,Spain,Female,68,5,7092.55,1,1,0,56270.04
6252,79617028,Williams,841,Spain,Male,65,4,61892.17,3,0,0,27732.53
6253,63650991,Williams,694,Spain,Male,78,10,62553.6,4,0,1,115808.87
6254,83283807,Garcia,350,Germany,Male,57,1,220807.89,3,0,1,112147.71
6255,60042301,Brown,479,France,Male,20,7,82871.94,2,0,0,130063.69
6256,10171277,Williams,845,Germany,Male,47,4,136285.85,3,1,1,193673.49
6257,73406526,Jones,376,France,Male,41,7,207896.62,1,1,0,71462.57
6258,87890927,Garcia,351,Spain,Female,84,5,64923.45,3,0,0,78318.56
6259,50905980,Jones,599,France,Male,19,7,30939.27,1,0,0,74037.68
6260,78470076,Garcia,571,Germany,Female,61,0,237089.95,4,1,1,129439.64
6261,92604446,Jones,784,Germany,Female,57,8,176170.73,2,0,1,124773.12
6262,82989790,Brown,487,France,Female,36,8,44263.44,4,0,1,110473.34
6263,28380560,Garcia,624,Germany,Female,80,2,204927.89,3,1,0,79221.93
6264,38439575,Davis,839,Spain,Male,41,4,196781.65,4,1,0,91253.43
6265,71189747,Miller,813,France,Female,67,6,209385.27,1,1,1,160576.37
6266,90919190,Johnson,490,Spain,Male,37,7,69053.14,4,1,0,125756.88
6267,88419793,Brown,781,Spain,Female,74,6,112144.92,2,0,0,146098.49
6268,16562865,Jones,605,Germany,Male,67,2,173418.44,1,1,0,62578.65
6269,58878285,Davis,719,France,Male,75,6,97666.89,2,0,0,183183.5
6270,68445297,Garcia,661,Spain,Female,48,0,17493.04,3,1,1,16680.92
6271,78490574,Brown,805,Spain,Male,54,4,34112.44,2,0,0,123182.41
6272,46146254,Jones,789,France,Male,21,8,149278.38,1,0,0,164346.51
6273,35967642,Smith,783,Germany,Male,75,1,93792.05,1,1,1,174594.24
6274,90515633,Smith,444,Spain,Male,27,2,1345.03,2,1,1,70714.83
6275,37384611,Williams,522,France,Female,80,8,191713.63,4,1,0,97352.66
6276,71516022,Johnson,822,France,Female,53,2,104175.94,3,1,1,16628.94
6277,98301319,Smith,792,Spain,Female,72,7,78442.32,1,1,1,160055.43
6278,43017422,Miller,772,Spain,Female,74,5,178379.79,3,0,1,33668.68
6279,29878589,Jones,754,Spain,Male,60,6,113777.2,4,1,1,91335.47
6280,29577390,Brown,788,Germany,Female,82,4,173707.78,2,1,1,198253.71
6281,94759500,Garcia,406,Germany,Female,29,9,3299.52,2,0,0,184370.08
6282,83110888,Brown,847,France,Male,79,6,2355.03,1,1,1,72704.48
6283,41301473,Williams,451,France,Male,41,9,139975.48,1,0,1,52537.31
6284,47967335,Davis,518,Spain,Female,19,10,245553.01,3,0,1,57821.57
6285,87832543,Brown,826,France,Female,64,9,68089.31,4,1,0,140109.27
6286,96451900,Smith,419,Germany,Female,73,2,170723.39,2,0,1,147901.48
6287,71220767,Brown,687,France,Male,33,10,43064.39,3,1,0,51133.69
6288,56021853,Smith,398,France,Female,51,4,77887.16,3,1,1,55598.09
6289,32611827,Smith,777,Spain,Male,35,5,19518.72,3,0,1,71443.93
6290,65866096,Johnson,768,Spain,Male,46,8,220198.29,4,1,0,92303.82
6291,21885324,Williams,696,Germany,Female,71,3,77609.35,2,1,0,184319.47
6292,40188544,Miller,354,France,Male,68,7,57616.61,2,1,0,15036.49
6293,34219726,Miller,804,France,Male,31,7,182651.04,4,0,1,131257.5
6294,67734379,Jones,551,France,Female,75,9,49860.04,4,1,0,173722.54
6295,11467256,Miller,551,Spain,Male,52,5,60068.84,3,0,0,147439.08
6296,75912156,Smith,528,Germany,Male,26,7,25904.06,3,1,0,51181.0
6297,98235105,Garcia,406,France,Male,54,4,240717.98,3,0,0,100581.86
6298,58145489,Williams,535,France,Female,29,0,61909.44,4,1,0,182953.31
6299,23593077,Jones,441,France,Male,28,3,248915.83,2,0,0,31986.32
6300,31108188,Miller,641,France,Male,44,10,44037.36,2,0,1,197627.12
6301,18667126,Miller,743,Germany,Male,60,5,5162.96,2,1,0,37288.5
6302,33711646,Garcia,783,Germany,Female,67,8,223923.4,3,0,0,37059.33
6303,43319676,Brown,832,Germany,Female,37,3,145004.31,2,1,0,164443.27
6304,51280408,Williams,576,Spain,Female,30,5,87852.5,3,1,0,167385.84
6305,67430565,Garcia,770,France,Female,64,9,128334.92,4,1,1,17204.54
6306,12705421,Miller,461,France,Female,25,10,65181.74,1,1,0,41978.03
6307,70084615,Williams,497,France,Female,86,4,158689.71,4,1,1,190220.25
6308,32575489,Williams,618,France,Female,88,8,154117.14,3,1,1,63075.6
6309,56660816,Miller,552,Germany,Male,81,9,20048.07,2,0,0,12325.54
